"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-07","Republic of Korea",6767,483,44,2,"Local transmission",0
"2020-03-07","Japan",408,59,6,0,"Local transmission",0
"2020-03-07","Singapore",130,13,0,0,"Local transmission",0
"2020-03-07","Malaysia",83,28,0,0,"Local transmission",1
"2020-03-07","Australia",62,5,2,0,"Local transmission",0
"2020-03-07","Viet Nam",17,1,0,0,"Local transmission",0
"2020-03-07","New Zealand",5,1,0,0,"Local transmission",0
"2020-03-07","Philippines",5,0,1,0,"Local transmission",1
"2020-03-07","Cambodia",1,0,0,0,"Imported cases only",39
"2020-03-07","Italy",4636,778,197,49,"Local transmission",0
"2020-03-07","Germany",639,105,0,0,"Local transmission",0
"2020-03-07","France",613,193,9,3,"Local transmission",0
"2020-03-07","Spain",374,117,5,2,"Local transmission",0
"2020-03-07","Switzerland",209,123,1,0,"Local transmission",0
"2020-03-07","The United Kingdom",167,49,1,1,"Local transmission",0
"2020-03-07","Sweden",137,76,0,0,"Local transmission",0
"2020-03-07","Netherlands",128,46,1,1,"Local transmission",0
"2020-03-07","Norway",113,27,0,0,"Local transmission",0
"2020-03-07","Belgium",109,59,0,0,"Local transmission",0
"2020-03-07","Austria",66,19,0,0,"Imported cases only",0
"2020-03-07","Iceland",45,19,0,0,"Local transmission",0
"2020-03-07","Greece",32,0,0,0,"Local transmission",2
"2020-03-07","San Marino",24,3,0,0,"Local transmission",0
"2020-03-07","Denmark",23,5,0,0,"Local transmission",0
"2020-03-07","Finland",19,7,0,0,"Local transmission",0
"2020-03-07","Israel",19,4,0,0,"Local transmission",0
"2020-03-07","Ireland",18,4,0,0,"Local transmission",0
"2020-03-07","Portugal",13,4,0,0,"Local transmission",0
"2020-03-07","Czechia",12,0,0,0,"Local transmission",1
"2020-03-07","Croatia",11,1,0,0,"Local transmission",0
"2020-03-07","Estonia",10,7,0,0,"Imported cases only",0
"2020-03-07","Azerbaijan",9,6,0,0,"Imported cases only",0
"2020-03-07","Georgia",9,0,0,0,"Imported cases only",1
"2020-03-07","Slovenia",9,3,0,0,"Local transmission",0
"2020-03-07","Romania",7,1,0,0,"Local transmission",0
"2020-03-07","Russian Federation",7,3,0,0,"Imported cases only",0
"2020-03-07","Belarus",6,0,0,0,"Local transmission",2
"2020-03-07","Poland",5,4,0,0,"Imported cases only",0
"2020-03-07","Hungary",5,3,0,0,"Imported cases only",0
"2020-03-07","North Macedonia",3,2,0,0,"Imported cases only",0
"2020-03-07","Bosnia and Herzegovina",2,0,0,0,"Local transmission",2
"2020-03-07","Luxembourg",2,1,0,0,"Imported cases only",0
"2020-03-07","Andorra",1,0,0,0,"Imported cases only",4
"2020-03-07","Armenia",1,0,0,0,"Imported cases only",5
"2020-03-07","Holy See",1,1,0,0,"Under investigation",1
"2020-03-07","Latvia",1,0,0,0,"Imported cases only",4
