Croatia,418,36,1,0,Local transmission,0.1
Estonia,404,35.0,1.0,1.0,Local transmission,0.0
Serbia,384,81.0,4.0,1.0,Local transmission,0.0
Armenia,290,25.0,0.0,0.0,Local transmission,0.0
Lithuania,274,65.0,4.0,2.0,Local transmission,0.0
Hungary,261,35.0,10.0,0.0,Local transmission,0.0
Bulgaria,242,22.0,3.0,0.0,Local transmission,0.0
Latvia,221,24.0,0.0,0.0,Local transmission,0.0
Slovakia,216,12.0,0.0,0.0,Local transmission,0.0
Andorra,213,25.0,3.0,2.0,Local transmission,0.0
San Marino,208,21.0,21.0,0.0,Local transmission,0.0
North Macedonia,177,29.0,2.0,0.0,Local transmission,0.0
Albania,174,28.0,5.0,0.0,Local transmission,0.0
"Bosnia andHerzegovina",173,9.0,3.0,1.0,Local transmission,0.0
Ukraine,156,43.0,5.0,1.0,Local transmission,0.0
Republic of Moldova,149,24.0,1.0,0.0,Local transmission,0.0
Cyprus,132,8.0,3.0,0.0,Local transmission,0.0
Malta,129,9.0,0.0,0.0,Local transmission,0.0
Kazakhstan,97,18.0,0.0,0.0,Imported cases only,0.0
Azerbaijan,93,6.0,2.0,1.0,Local transmission,0.0
Belarus,86,5.0,0.0,0.0,Local transmission,0.0
Georgia,77,4.0,0.0,0.0,Local transmission,0.0
Uzbekistan,65,15.0,0.0,0.0,Local transmission,0.0
Montenegro,52,23.0,1.0,1.0,Imported cases only,0.0
Liechtenstein,51,4.0,0.0,0.0,Imported cases only,0.0
Kyrgyzstan,44,2.0,0.0,0.0,Local transmission,0.0
Monaco,23,0.0,0.0,0.0,Local transmission,3.0
Holy See,4,3.0,0.0,0.0,Under investigation,0.0
,erritories**,,,,,
Faroe Islands,132,10.0,0.0,0.0,Local transmission,0.0
Kosovo[1],71,8.0,1.0,0.0,Local transmission,0.0
Guernsey,30,7.0,0.0,0.0,Local transmission,0.0
Gibraltar,26,11.0,0.0,0.0,Local transmission,0.0
Isle of Man,23,0.0,0.0,0.0,Imported cases only,1.0
Jersey,18,2.0,0.0,0.0,Local transmission,0.0
Greenland,5,1.0,0.0,0.0,Under investigation,0.0
,outh-East Asia Region,,,,,
Thailand,934,0.0,4.0,0.0,Local transmission,1.0
Indonesia,790,104.0,58.0,3.0,Local transmission,0.0
India,649,87.0,13.0,4.0,Local transmission,0.0
Sri Lanka,102,0.0,0.0,0.0,Local transmission,1.0
Bangladesh,39,0.0,4.0,0.0,Local transmission,1.0
Maldives,13,0.0,0.0,0.0,Local transmission,10.0
Myanmar,3,0.0,0.0,0.0,Imported cases only,1.0
Nepal,3,1.0,0.0,0.0,Imported cases only,0.0
Bhutan,2,0.0,0.0,0.0,Imported cases only,6.0
Timor-Leste,1,0.0,0.0,0.0,Imported cases only,5.0
,astern Mediterranean Region,,,,,
"Iran (Islamic Republicof)",27017,2206.0,2077.0,143.0,Local transmission,0.0
Pakistan,1057,66.0,8.0,1.0,Local transmission,0.0
Saudi Arabia,900,133.0,2.0,1.0,Local transmission,0.0
Qatar,537,11.0,0.0,0.0,Local transmission,0.0
Egypt,456,54.0,21.0,1.0,Local transmission,0.0
Bahrain,419,27.0,4.0,1.0,Local transmission,0.0
Iraq,346,30.0,29.0,2.0,Local transmission,0.0
Lebanon,333,29.0,4.0,0.0,Local transmission,0.0
United Arab Emirates,333,85.0,2.0,0.0,Local transmission,0.0
Morocco,225,55.0,6.0,1.0,Local transmission,0.0
Kuwait,208,13.0,0.0,0.0,Local transmission,0.0
Tunisia,173,59.0,5.0,2.0,Local transmission,0.0
Jordan,172,19.0,0.0,0.0,Local transmission,0.0
Oman,99,0.0,0.0,0.0,Local transmission,1.0
Afghanistan,80,6.0,2.0,1.0,Local transmission,0.0
Djibouti,12,9.0,0.0,0.0,Local transmission,0.0
Syrian Arab Republic,5,4.0,0.0,0.0,Imported cases only,0.0
Sudan,3,0.0,1.0,0.0,Imported cases only,1.0
Somalia,2,1.0,0.0,0.0,Imported cases only,0.0
Libya,1,0.0,0.0,0.0,Imported cases only,1.0
,Territories**,,,,,
"occupied Palestinianterritory",64,4.0,1.0,1.0,Local transmission,0.0
,Region of the Americas,,,,,
"United States ofAmerica",63570,11656.0,884.0,211.0,Local transmission,0.0
Canada,3409,1670.0,35.0,10.0,Local transmission,0.0
Brazil,2433,232.0,57.0,11.0,Local transmission,0.0
Ecuador,1211,162.0,29.0,2.0,Local transmission,0.0
Chile,1142,220.0,3.0,1.0,Local transmission,0.0
Panama,558,213.0,8.0,2.0,Local transmission,0.0
Peru,480,64.0,9.0,4.0,Local transmission,0.0
Mexico,478,108.0,5.0,1.0,Local transmission,0.0
Colombia,470,164.0,4.0,1.0,Local transmission,0.0
Dominican Republic,392,80.0,10.0,4.0,Local transmission,0.0
Argentina,387,86.0,6.0,2.0,Local transmission,0.0
Uruguay,217,55.0,0.0,0.0,Imported cases only,0.0
Costa Rica,201,24.0,2.0,0.0,Local transmission,0.0
"Venezuela (BolivarianRepublic of)",91,14.0,0.0,0.0,Local transmission,0.0
Trinidad and Tobago,60,3.0,1.0,1.0,Local transmission,0.0
Cuba,57,9.0,1.0,0.0,Local transmission,0.0
Honduras,52,22.0,0.0,0.0,Local transmission,0.0
Paraguay,41,14.0,3.0,1.0,Local transmission,0.0
"Bolivia (PlurinationalState of)",39,11.0,0.0,0.0,Local transmission,0.0
Jamaica,26,5.0,1.0,0.0,Local transmission,0.0
Guatemala,24,3.0,1.0,0.0,Local transmission,0.0
Barbados,18,0.0,0.0,0.0,Local transmission,1.0
El Salvador,13,8.0,0.0,0.0,Imported cases only,0.0
Haiti,8,1.0,0.0,0.0,Imported cases only,0.0
Dominica,7,5.0,0.0,0.0,Local transmission,0.0
Suriname,7,1.0,0.0,0.0,Imported cases only,0.0
Bahamas,5,1.0,0.0,0.0,Local transmission,0.0
Guyana,5,0.0,1.0,0.0,Local transmission,7.0
Antigua and Barbuda,3,0.0,0.0,0.0,Imported cases only,1.0
Saint Lucia,3,0.0,0.0,0.0,Imported cases only,2.0
Belize,2,1.0,0.0,0.0,Local transmission,0.0
Nicaragua,2,0.0,0.0,0.0,Imported cases only,4.0
Saint Kitts and Nevis,2,2.0,0.0,0.0,Imported cases only,0.0
Grenada,1,0.0,0.0,0.0,Imported cases only,3.0
"Saint Vincent and theGrenadines",1,0.0,0.0,0.0,Imported cases only,13.0
,Territories**,,,,,
Guadeloupe,76,3.0,0.0,0.0,Imported cases only,0.0
Martinique,66,9.0,1.0,1.0,Imported cases only,0.0
Puerto Rico,51,12.0,2.0,0.0,Imported cases only,0.0
French Guiana,28,5.0,0.0,0.0,Local transmission,0.0
Aruba,19,7.0,0.0,0.0,Local transmission,0.0
"United States VirginIslands",17,0.0,0.0,0.0,Imported cases only,2.0
Saint Martin,11,3.0,0.0,0.0,Under investigation,0.0
Cayman Islands,8,3.0,1.0,0.0,Imported cases only,0.0
Bermuda,7,1.0,0.0,0.0,Local transmission,0.0
Curaçao,6,0.0,1.0,0.0,Imported cases only,1.0
Saint Barthélemy,3,0.0,0.0,0.0,Under investigation,10.0
Montserrat,2,1.0,0.0,0.0,Imported cases only,0.0
Sint Maarten,2,0.0,0.0,0.0,Imported cases only,2.0
"Turks and CaicosIslands",1,0.0,0.0,0.0,Imported cases only,2.0
,African Region,,,,,
South Africa,709,155.0,0.0,0.0,Local transmission,0.0
