Egypt,536,41,30,6,Local transmission,0
Bahrain,473,15.0,4.0,0.0,Local transmission,0.0
Iraq,458,76.0,40.0,4.0,Local transmission,0.0
United Arab Emirates,405,72.0,2.0,0.0,Local transmission,0.0
Lebanon,391,23.0,8.0,2.0,Local transmission,0.0
Morocco,358,83.0,23.0,13.0,Local transmission,0.0
Jordan,235,23.0,1.0,1.0,Local transmission,0.0
Kuwait,235,27.0,0.0,0.0,Local transmission,0.0
Tunisia,227,30.0,6.0,1.0,Local transmission,0.0
Oman,152,43.0,0.0,0.0,Local transmission,0.0
Afghanistan,106,26.0,2.0,0.0,Local transmission,0.0
Djibouti,13,1.0,0.0,0.0,Local transmission,0.0
Syrian Arab Republic,5,0.0,0.0,0.0,Imported cases only,2.0
Somalia,3,0.0,0.0,0.0,Imported cases only,1.0
Sudan,3,0.0,1.0,0.0,Imported cases only,3.0
Libya,1,0.0,0.0,0.0,Imported cases only,3.0
,Territories**,,,,,
"occupied Palestinianterritory",97,13.0,1.0,0.0,Local transmission,0.0
,Region of the Americas,,,,,
"United States ofAmerica",85228,16894.0,1243.0,252.0,Local transmission,0.0
Canada,4018,463.0,39.0,4.0,Local transmission,0.0
Brazil,2915,482.0,77.0,20.0,Local transmission,0.0
Chile,1610,304.0,5.0,1.0,Local transmission,0.0
Ecuador,1595,384.0,36.0,7.0,Local transmission,0.0
Panama,674,116.0,9.0,1.0,Local transmission,0.0
Argentina,589,87.0,12.0,4.0,Local transmission,0.0
Mexico,589,111.0,8.0,3.0,Local transmission,0.0
Dominican Republic,581,93.0,20.0,10.0,Local transmission,0.0
Peru,580,0.0,9.0,0.0,Local transmission,1.0
Colombia,491,21.0,6.0,2.0,Local transmission,0.0
Uruguay,238,21.0,0.0,0.0,Local transmission,0.0
Costa Rica,231,30.0,2.0,0.0,Local transmission,0.0
"Venezuela (BolivarianRepublic of)",106,15.0,0.0,0.0,Local transmission,0.0
Cuba,80,13.0,2.0,1.0,Local transmission,0.0
Honduras,67,15.0,1.0,0.0,Local transmission,0.0
Trinidad and Tobago,66,5.0,2.0,1.0,Local transmission,0.0
"Bolivia (PlurinationalState of)",61,22.0,0.0,0.0,Local transmission,0.0
Paraguay,52,11.0,3.0,0.0,Local transmission,0.0
Jamaica,26,0.0,1.0,0.0,Local transmission,2.0
Guatemala,25,1.0,1.0,0.0,Local transmission,0.0
Barbados,24,6.0,0.0,0.0,Local transmission,0.0
El Salvador,13,0.0,0.0,0.0,Imported cases only,2.0
Dominica,11,0.0,0.0,0.0,Local transmission,1.0
Bahamas,9,4.0,0.0,0.0,Local transmission,0.0
Haiti,8,0.0,0.0,0.0,Imported cases only,2.0
Suriname,8,1.0,0.0,0.0,Imported cases only,0.0
Antigua and Barbuda,7,4.0,0.0,0.0,Imported cases only,0.0
Grenada,7,0.0,0.0,0.0,Local transmission,1.0
Guyana,5,0.0,1.0,0.0,Local transmission,9.0
Saint Lucia,3,0.0,0.0,0.0,Imported cases only,4.0
Belize,2,0.0,0.0,0.0,Local transmission,2.0
Nicaragua,2,0.0,1.0,1.0,Imported cases only,6.0
Saint Kitts and Nevis,2,0.0,0.0,0.0,Imported cases only,2.0
"Saint Vincent and theGrenadines",1,0.0,0.0,0.0,Imported cases only,15.0
,Territories**,,,,,
Guadeloupe,96,20.0,2.0,2.0,Imported cases only,0.0
Martinique,93,27.0,1.0,0.0,Imported cases only,0.0
Puerto Rico,64,0.0,2.0,0.0,Imported cases only,1.0
French Guiana,31,3.0,0.0,0.0,Local transmission,0.0
Aruba,28,9.0,0.0,0.0,Local transmission,0.0
"United States VirginIslands",17,0.0,0.0,0.0,Imported cases only,4.0
Bermuda,15,8.0,0.0,0.0,Local transmission,0.0
Saint Martin,12,1.0,0.0,0.0,Under investigation,0.0
Cayman Islands,8,0.0,1.0,0.0,Imported cases only,2.0
Curaçao,7,0.0,1.0,0.0,Imported cases only,1.0
Montserrat,5,3.0,0.0,0.0,Imported cases only,0.0
Saint Barthélemy,5,2.0,0.0,0.0,Under investigation,0.0
Sint Maarten,3,1.0,0.0,0.0,Imported cases only,0.0
Anguilla,2,0.0,0.0,0.0,Local transmission,1.0
British Virgin Islands,2,0.0,0.0,0.0,Imported cases only,1.0
"Turks and CaicosIslands",2,0.0,0.0,0.0,Imported cases only,1.0
,African Region,,,,,
South Africa,1170,243.0,2.0,2.0,Local transmission,0.0
Algeria,367,62.0,25.0,4.0,Local transmission,0.0
Burkina Faso,146,0.0,3.0,0.0,Local transmission,2.0
Ghana,137,5.0,4.0,1.0,Local transmission,0.0
Senegal,119,14.0,0.0,0.0,Local transmission,0.0
Mauritius,96,15.0,2.0,0.0,Imported cases only,0.0
Cote d’Ivoire,92,12.0,0.0,0.0,Imported cases only,0.0
Cameroon,75,0.0,1.0,0.0,Local transmission,1.0
Nigeria,65,0.0,1.0,0.0,Local transmission,1.0
"Democratic Republicof the Congo",58,4.0,4.0,0.0,Local transmission,0.0
Rwanda,54,4.0,0.0,0.0,Local transmission,0.0
Madagascar,26,2.0,0.0,0.0,Imported cases only,0.0
Kenya,25,0.0,1.0,0.0,Local transmission,3.0
Togo,25,1.0,0.0,0.0,Imported cases only,0.0
Congo,19,15.0,0.0,0.0,Imported cases only,0.0
Ethiopia,16,4.0,0.0,0.0,Imported cases only,0.0
Uganda,14,0.0,0.0,0.0,Imported cases only,2.0
"United Republic ofTanzania",13,0.0,0.0,0.0,Imported cases only,2.0
Zambia,13,10.0,0.0,0.0,Local transmission,0.0
Niger,10,0.0,1.0,0.0,Local transmission,1.0
Eswatini,9,3.0,0.0,0.0,Imported cases only,0.0
