Mauritius,102,6.0,2.0,0.0,Local transmission,0.0
Cameroon,91,16.0,2.0,1.0,Local transmission,0.0
"Democratic Republic ofthe Congo",68,10.0,6.0,2.0,Local transmission,0.0
Nigeria,65,0.0,1.0,0.0,Local transmission,2.0
Rwanda,60,6.0,0.0,0.0,Local transmission,0.0
Togo,28,3.0,0.0,0.0,Imported cases only,0.0
Madagascar,26,0.0,0.0,0.0,Imported cases only,1.0
Kenya,25,0.0,1.0,0.0,Local transmission,4.0
Congo,19,0.0,0.0,0.0,Imported cases only,1.0
Mali,18,9.0,0.0,0.0,Local transmission,0.0
Ethiopia,16,0.0,0.0,0.0,Imported cases only,1.0
Zambia,16,3.0,0.0,0.0,Local transmission,0.0
Uganda,14,0.0,0.0,0.0,Imported cases only,3.0
"United Republic ofTanzania",14,1.0,0.0,0.0,Under investigation,0.0
Niger,10,0.0,1.0,0.0,Local transmission,2.0
Eswatini,9,0.0,0.0,0.0,Imported cases only,1.0
Guinea,8,0.0,0.0,0.0,Imported cases only,1.0
Mozambique,8,1.0,0.0,0.0,Local transmission,0.0
Namibia,8,0.0,0.0,0.0,Imported cases only,2.0
Gabon,7,0.0,1.0,0.0,Imported cases only,1.0
Seychelles,7,0.0,0.0,0.0,Imported cases only,7.0
Benin,6,0.0,0.0,0.0,Imported cases only,2.0
Central African,,,,,,
Republic,6,0.0,0.0,0.0,Imported cases only,1.0
Equatorial Guinea,6,0.0,0.0,0.0,Imported cases only,7.0
Eritrea,6,0.0,0.0,0.0,Imported cases only,2.0
Cabo Verde,5,0.0,1.0,0.0,Imported cases only,1.0
Chad,5,0.0,0.0,0.0,Imported cases only,2.0
Mauritania,5,2.0,0.0,0.0,Imported cases only,0.0
Zimbabwe,5,0.0,1.0,0.0,Local transmission,1.0
Gambia,3,1.0,1.0,0.0,Imported cases only,0.0
Liberia,3,0.0,0.0,0.0,Local transmission,7.0
Angola,2,0.0,0.0,0.0,Imported cases only,7.0
Guinea-Bissau,2,0.0,0.0,0.0,Imported cases only,3.0
Territories**,,,,,,
Réunion,143,8.0,0.0,0.0,Local transmission,0.0
Mayotte,50,0.0,0.0,0.0,Local transmission,2.0
Subtotal for all regions,634101,63160.0,29884.0,3398.0,,
International,,,,,,
conveyance (Diamond,712,0.0,7.0,0.0,Local transmission,13.0
Princess),,,,,,
Grand total,634813,63160.0,29891.0,3398.0,,
