"Date","Region","Total Hospital cases","New Hospital cases","Total ICU cases","New ICU cases","Total deaths","New deaths"
"2020-05-08 21:00:00","Andalucía",6069,31,745,3,1317,16
"2020-05-08 21:00:00","Aragón",2583,5,263,0,823,8
"2020-05-08 21:00:00","Asturias",2166,25,145,1,293,1
"2020-05-08 21:00:00","Baleares",1141,6,169,1,207,5
"2020-05-08 21:00:00","Canarias",935,8,178,2,148,0
"2020-05-08 21:00:00","Cantabria",1022,1,79,0,201,0
"2020-05-08 21:00:00","Castilla La Mancha",8867,39,621,4,2738,25
"2020-05-08 21:00:00","Castilla y León",8394,37,546,3,1885,9
"2020-05-08 21:00:00","Cataluña",28686,79,2983,34,5507,36
"2020-05-08 21:00:00","Ceuta",11,0,4,0,4,0
"2020-05-08 21:00:00","Comunidad Valenciana",5317,30,709,3,1315,6
"2020-05-08 21:00:00","Extremadura",1695,17,109,0,477,5
"2020-05-08 21:00:00","Galicia",2876,19,323,2,591,3
"2020-05-08 21:00:00","Madrid",41436,132,3508,15,8597,46
"2020-05-08 21:00:00","Melilla",44,0,3,0,2,0
"2020-05-08 21:00:00","Murcia",662,3,113,0,138,1
"2020-05-08 21:00:00","Navarra",2021,6,135,0,487,3
"2020-05-08 21:00:00","País Vasco",6865,47,568,2,1403,13
"2020-05-08 21:00:00","La Rioja",1473,4,91,0,344,2
