"Date","Region","Total Hospital cases","New Hospital cases","Total ICU cases","New ICU cases","Total deaths","New deaths","Total cured","New cured"
"2020-04-27 21:00:00","Andalucía",5792,25,721,1,1168,11,5039,149
"2020-04-27 21:00:00","Aragón",2425,22,258,1,735,9,2081,71
"2020-04-27 21:00:00","Asturias",1843,29,137,0,261,8,780,21
"2020-04-27 21:00:00","Baleares",1074,12,166,0,181,2,1166,30
"2020-04-27 21:00:00","Canarias",900,19,174,3,133,2,1075,28
"2020-04-27 21:00:00","Cantabria",1,5,78,0,188,2,1290,49
"2020-04-27 21:00:00","Castilla La Mancha",8464,20,584,5,2396,31,5306,24
"2020-04-27 21:00:00","Castilla y León",7777,74,522,4,1710,20,6322,51
"2020-04-27 21:00:00","Cataluña",26230,431,2750,26,4808,109,18319,422
"2020-04-27 21:00:00","Ceuta",10,0,4,0,4,0,110,3
"2020-04-27 21:00:00","Comunidad Valenciana",5046,14,659,3,1200,11,6422,106
"2020-04-27 21:00:00","Extremadura",1505,15,108,0,433,5,1733,81
"2020-04-27 21:00:00","Galicia",2758,12,73,0,412,7,1841,25
"2020-04-27 21:00:00","Madrid",39634,162,3338,29,8048,62,35841,276
"2020-04-27 21:00:00","Melilla",44,0,3,0,2,0,92,5
"2020-04-27 21:00:00","Murcia",629,2,106,0,130,2,1113,123
"2020-04-27 21:00:00","Navarra",1945,3,130,0,432,0,1978,60
"2020-04-27 21:00:00","País Vasco",6482,25,539,1,1255,14,9974,134
"2020-04-27 21:00:00","La Rioja",1400,8,87,2,326,6,2064,15
