"Date","Region","Total Hospital cases","New Hospital cases","Total ICU cases","New ICU cases","Total deaths","New deaths","Total cured","New cured"
"2020-04-20 21:00:00","Andalucía",5508,36,692,2,1017,4,3411,182
"2020-04-20 21:00:00","Aragón",2271,27,250,2,643,6,1182,4
"2020-04-20 21:00:00","Asturias",1626,27,122,0,202,2,616,17
"2020-04-20 21:00:00","Baleares",986,23,161,0,161,4,1004,0
"2020-04-20 21:00:00","Canarias",837,11,164,1,120,1,878,65
"2020-04-20 21:00:00","Cantabria",948,14,78,0,165,7,646,20
"2020-04-20 21:00:00","Castilla La Mancha",8199,26,534,3,2075,54,4242,64
"2020-04-20 21:00:00","Castilla y León",7173,94,503,2,1521,28,5428,63
"2020-04-20 21:00:00","Cataluña",22796,421,2437,28,4152,143,14446,512
"2020-04-20 21:00:00","Ceuta",9,0,4,0,4,0,73,0
"2020-04-20 21:00:00","Comunidad Valenciana",4866,39,648,2,1089,10,4718,90
"2020-04-20 21:00:00","Extremadura",1327,21,112,0,397,8,921,63
"2020-04-20 21:00:00","Galicia",2651,43,101,0,360,8,1588,40
"2020-04-20 21:00:00","Madrid",7930,0,1075,0,7460,109,32277,515
"2020-04-20 21:00:00","Melilla",44,0,3,0,2,0,46,0
"2020-04-20 21:00:00","Murcia",614,2,104,1,120,3,702,40
"2020-04-20 21:00:00","Navarra",1876,21,128,0,397,12,1190,67
"2020-04-20 21:00:00","País Vasco",6141,32,507,6,1103,22,7277,153
"2020-04-20 21:00:00","La Rioja",1297,15,81,2,294,9,1865,33
