"Date","Region","Total Hospital cases","New Hospital cases","Total ICU cases","New ICU cases","Total deaths","New deaths","Total cured","New cured"
"2020-04-24 21:00:00","Andalucía",5715,40,717,3,1131,24,4295,303
"2020-04-24 21:00:00","Aragón",2372,13,255,1,709,14,1929,148
"2020-04-24 21:00:00","Asturias",1760,32,132,1,239,8,716,28
"2020-04-24 21:00:00","Baleares",1058,18,166,0,174,2,1102,21
"2020-04-24 21:00:00","Canarias",878,10,171,2,130,2,1036,19
"2020-04-24 21:00:00","Cantabria",982,4,78,0,182,4,1046,133
"2020-04-24 21:00:00","Castilla La Mancha",8385,43,559,6,2292,37,4876,94
"2020-04-24 21:00:00","Castilla y León",7555,49,511,1,1639,27,6032,90
"2020-04-24 21:00:00","Cataluña",24130,0,2576,7,4498,105,16753,615
"2020-04-24 21:00:00","Ceuta",10,0,4,0,4,0,98,14
"2020-04-24 21:00:00","Comunidad Valenciana",4978,33,653,2,1172,25,6032,224
"2020-04-24 21:00:00","Extremadura",1446,34,107,0,416,5,1510,152
"2020-04-24 21:00:00","Galicia",2722,15,900,0,388,6,1783,53
"2020-04-24 21:00:00","Madrid",6183,0,892,0,7848,83,34902,690
"2020-04-24 21:00:00","Melilla",44,0,3,0,2,0,77,16
"2020-04-24 21:00:00","Murcia",625,0,105,0,126,1,842,51
"2020-04-24 21:00:00","Navarra",1936,22,129,0,429,12,1736,185
"2020-04-24 21:00:00","País Vasco",6375,60,525,7,1212,19,8941,482
"2020-04-24 21:00:00","La Rioja",1360,16,83,1,311,4,1999,35
